kingdom,phylum,class,order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,collectionCode,identifiedBy,recordedBy
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,,"Stagmomantis Saussure, 1869","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Cyrtopeltocoris,,"Cyrtopeltocoris Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Evagetes,,"Evagetes Lepeletier, 1845",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/11/2003 0:00,11,4,2003,ENTO,,J. L. Neff
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Sericopompilus,Sericopompilus neotropicalis,"Sericopompilus neotropicalis (Cameron, 1893)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/8/2003 0:00,8,5,2003,ENTO,,J. L. Neff
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Cyrtopeltocoris,,"Cyrtopeltocoris Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Cyrtopeltocoris,,"Cyrtopeltocoris Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Cyrtopeltocoris,,"Cyrtopeltocoris Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Evagetes,,"Evagetes Lepeletier, 1845",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/11/2003 0:00,11,4,2003,ENTO,,J. L. Neff
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Cyrtopeltocoris,,"Cyrtopeltocoris Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Sericopompilus,Sericopompilus neotropicalis,"Sericopompilus neotropicalis (Cameron, 1893)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/6/1999 0:00,6,11,1999,ENTO,,J. Neff
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota fasciata,"Pyrota fasciata Selander, 1963","10.1 miles NW Artesia Wells, Chaparral Wildlife Management Area",Texas,28.38439534,-99.39002562,6/11/2001 0:00,11,6,2001,ENTO,,J. C. Abbott; Field Entomology Class
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota concinna,"Pyrota concinna Casey, 1891",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta,Lytta fulvipennis,"Lytta fulvipennis LeConte, 1853",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile policaris,"Megachile policaris Say, 1831",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota concinna,"Pyrota concinna Casey, 1891",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta,Lytta fulvipennis,"Lytta fulvipennis LeConte, 1853",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota concinna,"Pyrota concinna Casey, 1891",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta,Lytta fulvipennis,"Lytta fulvipennis LeConte, 1853",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota fasciata,"Pyrota fasciata Selander, 1963",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/12/2001 0:00,12,4,2001,ENTO,,A. Hook; J. Neff
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota concinna,"Pyrota concinna Casey, 1891",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta,Lytta fulvipennis,"Lytta fulvipennis LeConte, 1853",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sidalceae,"Megachile sidalceae Cockerell, 1897",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Pyrota,Pyrota concinna,"Pyrota concinna Casey, 1891",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Lytta,Lytta fulvipennis,"Lytta fulvipennis LeConte, 1853",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agrypnus,Agrypnus rectangularis,Agrypnus rectangularis,"Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,"Agapostemon Guérin-Méneville, 1844",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Solierella,,"Solierella Spinola, 1851","Chaparral Wildlife Management Area, Pasture 15-E. Guajalote",Texas,28.32713,-99.42112,9/30/1990 0:00,30,9,1990,ENTO,,
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris,,"Cerceris Latreille, 1802",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Diodontus,,"Diodontus Curtis, 1834",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,"Lasioglossum Curtis, 1833","Chaparral Wildlife Management Area, Pasture 14",Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,Zolnerowich
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,,"Crabro Fabricius, 1775",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,"Lasioglossum Curtis, 1833","Chaparral Wildlife Management Area, Pasture 14",Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,Zolnerowich
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,"Agapostemon Guérin-Méneville, 1844",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,,"Crabro Fabricius, 1775",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,"Lasioglossum Curtis, 1833","Chaparral Wildlife Management Area, Pasture 14",Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,Zolnerowich
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Crabro,,"Crabro Fabricius, 1775",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Diodontus,,"Diodontus Curtis, 1834",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,Notoxus calcaratus,"Notoxus calcaratus Horn, 1884",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,,"Anthicus Paykull, 1798",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Rilettius,,"Rilettius Abdullah, 1964",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,,"Anthicus Paykull, 1798",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Rilettius,,"Rilettius Abdullah, 1964",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Ceratocapsus,,"Ceratocapsus Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Ceratocapsus,,"Ceratocapsus Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,Notoxus calcaratus,"Notoxus calcaratus Horn, 1884",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Svastra,Svastra atripes,Svastra atripes atripes,Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora affabilis,"Anthophora affabilis Cresson, 1879",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora affabilis,"Anthophora affabilis Cresson, 1879",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora affabilis,"Anthophora affabilis Cresson, 1879",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora affabilis,"Anthophora affabilis Cresson, 1879",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,,"Nomada Scopoli, 1770",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,3/15/1977 0:00,15,3,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora affabilis,"Anthophora affabilis Cresson, 1879",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena abdominalis,"Protandrena abdominalis (Cresson, 1878)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Parthenicus,,"Parthenicus Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,7/28/1990 0:00,28,7,1990,ENTO,,S. Kerr
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,,"Phytocoris Fallen, 1814",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,Polymerus basalis,"Polymerus basalis (Reuter, 1876)",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,,"Phytocoris Fallen, 1814",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,,"Phytocoris Fallen, 1814",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Mantodea,Thespidae,Oligonicella,Oligonicella scudderi,"Oligonicella scudderi Saussure, 1870","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Neopamera,,"Neopamera Harrington, 1980",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Pachygronthidae,Phlegyas,,"Phlegyas Stal, 1865",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Mantodea,Thespidae,Oligonicella,Oligonicella scudderi,"Oligonicella scudderi Saussure, 1870","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Hemiptera,Geocoridae,Geocoris,,"Geocoris Fallén, 1814",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Rilettius,,"Rilettius Abdullah, 1964","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Rilettius,,"Rilettius Abdullah, 1964","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Aeolus,,"Aeolus Eschscholtz, 1829","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Rhagodera,,"Rhagodera Mannerheim, 1843-01",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Rilettius,,"Rilettius Abdullah, 1964","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Scaptolenus,,"Scaptolenus Leconte, 1854","Chaparral Wildlife Management Area, Headquarter",Texas,28.32472,-99.4067,10/11/2003 0:00,11,10,2003,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Aeolus,,"Aeolus Eschscholtz, 1829","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
